filename,latitude,longitude,date,scores
8530.jpg,41.7922057083,-72.6721373559,2011-06,0
5048.jpg,41.781362102399996,-72.6729945335,2018-10,0
7903.jpg,41.7760200573,-72.714404244,2018-09,0
500.jpg,41.7709879535,-72.6850939442,2018-09,0
1239.jpg,41.7636595471,-72.6839895117,2015-07,0
8123.jpg,41.7685300934,-72.6519468362,2018-09,0
8025.jpg,41.7917534543,-72.67472576520001,2015-08,1
1824.jpg,41.7647838,-72.69164509999997,2011-06,0
6638.jpg,41.7646291,-72.6586547,2018-09,0
8556.jpg,41.787880629899995,-72.66239652979999,2018-09,0
4011.jpg,41.780848606,-72.682475778,2018-10,0
8557.jpg,41.7877238925,-72.6621086504,2018-09,0
3201.jpg,41.7597778647,-72.6776182938,2018-09,0
7800.jpg,41.749206048299996,-72.7030941294,2016-11,1
7284.jpg,41.7482131769,-72.6970320031,2011-06,1
7654.jpg,41.759691036999996,-72.65607748800001,2017-07,0
8424.jpg,41.7819521946,-72.7118930799,2011-06,1
9795.jpg,41.7433780266,-72.70573488689999,2018-07,0
6256.jpg,41.74936029999999,-72.6868191,2018-10,0
2941.jpg,41.7745685035,-72.6927465178,2017-07,1
6862.jpg,41.7647016166,-72.7121289466,2011-06,1
8776.jpg,41.7436444628,-72.6962847601,2015-07,1
3082.jpg,41.7733030831,-72.6733997731,2018-09,1
7511.jpg,41.7911300014,-72.6806967528,2018-10,1
1736.jpg,41.7623807895,-72.68421114659999,2018-07,1
8443.jpg,41.7865752166,-72.7072084444,2018-09,0
10157.jpg,41.7562228,-72.6475069,2018-09,0
4959.jpg,41.7807538733,-72.6948246799,2011-06,1
8254.jpg,41.7433419463,-72.6871902006,2018-08,0
4362.jpg,41.766289939800004,-72.702279612,2018-09,0
494.jpg,41.7694646314,-72.6849587375,2018-09,0
6121.jpg,41.7689205494,-72.65986635680001,2018-10,0
1721.jpg,41.7627759,-72.68214880000002,2018-07,0
4396.jpg,41.7713677,-72.70206929999998,2017-07,0
4145.jpg,41.7647721536,-72.6680058312,2017-07,0
5395.jpg,41.7720502832,-72.7060844423,2018-08,1
7518.jpg,41.790563754699996,-72.6780408955,2018-10,0
6558.jpg,41.7830333121,-72.6665872641,2018-09,0
2762.jpg,41.7595068347,-72.68667497930001,2018-09,0
3769.jpg,41.7567247449,-72.68807456100001,2018-07,0
2384.jpg,41.7686094,-72.69511690000002,2018-09,0
2372.jpg,41.7677753608,-72.6946286355,2018-09,0
3344.jpg,41.763839445500004,-72.6973805148,2018-07,0
3932.jpg,41.775476612199995,-72.6967364118,2018-08,0
4151.jpg,41.7638890322,-72.6687966143,2017-07,0
8655.jpg,41.7584038298,-72.65239254640001,2018-10,0
9639.jpg,41.7630259725,-72.646443375,2018-07,0
3493.jpg,41.7781085315,-72.6862488937,2018-10,0
9627.jpg,41.767700876,-72.6463230638,2016-10,1
1410.jpg,41.769831590500004,-72.69036649569999,2011-06,0
4133.jpg,41.7667061,-72.66766329999999,2017-07,0
9133.jpg,41.7651478537,-72.64838915850001,2015-07,0
1233.jpg,41.7637162312,-72.6837966018,2017-07,0
6058.jpg,41.7820459314,-72.6682166669,2018-09,0
4985.jpg,41.7822175326,-72.6882684016,2018-10,1
5624.jpg,41.76821760000001,-72.66155959999998,2017-07,0
5704.jpg,41.753435993000004,-72.6722833381,2017-07,0
7185.jpg,41.7531534318,-72.6639585594,2015-07,0
7107.jpg,41.7728765971,-72.6567498311,2018-09,0
215.jpg,41.7665748,-72.6841469,2011-06,0
4225.jpg,41.7554150824,-72.6796196782,2018-09,0
6685.jpg,41.7543184,-72.6652955,2017-07,0
3098.jpg,41.771072103499996,-72.672186157,2018-09,0
5893.jpg,41.7716708,-72.70722579999997,2013-04,1
8009.jpg,41.792497903000005,-72.6814219651,2018-07,0
9757.jpg,41.7387717314,-72.6881606527,2011-06,1
341.jpg,41.767336761799996,-72.6867234292,2018-09,0
4172.jpg,41.7606968358,-72.6704005871,2018-09,1
3302.jpg,41.7599740939,-72.6930103489,2018-09,1
5531.jpg,41.7844972663,-72.6759970497,2018-10,1
5999.jpg,41.7854109529,-72.68527076779999,2011-06,1
9029.jpg,41.7935294,-72.67143879999998,2011-06,0
10661.jpg,41.7541197,-72.6466224,2018-10,0
4456.jpg,41.7793148385,-72.6944178802,2015-08,1
8454.jpg,41.7883956,-72.7029963,2011-06,0
3826.jpg,41.7613896,-72.6976564,2011-10,0
8515.jpg,41.7936701341,-72.6784577607,2018-10,0
2765.jpg,41.75953722,-72.6871102955,2017-07,0
3243.jpg,41.7579608995,-72.6838730149,2018-09,0
8156.jpg,41.7585640417,-72.654881645,2017-07,0
9285.jpg,41.7432000071,-72.7003103164,2011-06,0
9405.jpg,41.7778977,-72.7192456,2016-10,1
9288.jpg,41.7435445965,-72.7019787702,2011-06,0
7041.jpg,41.786889139,-72.6706745033,2018-10,0
9027.jpg,41.7938522993,-72.6725736595,2018-10,0
11282.jpg,41.7369265004,-72.702226268,2011-06,1
2791.jpg,41.760444734400004,-72.690497668,2018-07,0
6645.jpg,41.7629686748,-72.6590041199,2018-09,1
5888.jpg,41.7708368026,-72.7077111583,2018-08,1
10449.jpg,41.792411314,-72.70914931600001,2018-08,0
9373.jpg,41.767384348,-72.7222025272,2018-07,1
1005.jpg,41.772357430300005,-72.6846848292,2011-06,0
529.jpg,41.7706803534,-72.6835114116,2011-06,0
2945.jpg,41.7747119805,-72.6923809172,2018-07,1
4125.jpg,41.7679312549,-72.6678241279,2017-07,0
4533.jpg,41.7815345886,-72.6771293607,2018-10,0
6111.jpg,41.7713173069,-72.6603525887,2018-09,0
2839.jpg,41.7645409903,-72.6955319216,2018-07,0
11263.jpg,41.7351814381,-72.69219285060001,2018-08,0
8535.jpg,41.7915567,-72.6701134,2018-09,0
6008.jpg,41.7867958534,-72.6825627434,2018-10,1
8444.jpg,41.786849706,-72.7057427575,2011-06,0
515.jpg,41.7711935478,-72.6845889054,2018-09,1
1897.jpg,41.7698057638,-72.6923663282,2018-07,0
487.jpg,41.7695582942,-72.6850306126,2018-09,0
8851.jpg,41.7601944301,-72.7182459184,2018-08,1
2616.jpg,41.7690256,-72.6734512,2018-07,0
8057.jpg,41.7865744015,-72.6634996413,2018-09,0
2072.jpg,41.7724655655,-72.6774117936,2018-09,0
8322.jpg,41.752813635,-72.71145541439999,2018-07,0
4461.jpg,41.77940039999999,-72.69290620000002,2015-08,1
9313.jpg,41.7484445,-72.71126679999998,2018-09,0
7677.jpg,41.7541328652,-72.6599423825,2017-07,0
10339.jpg,41.7546844637,-72.7221100485,2017-07,1
7057.jpg,41.7841649378,-72.666059789,2011-06,0
3725.jpg,41.7570078017,-72.68054988770001,2018-07,0
2785.jpg,41.7601211927,-72.6905140957,2018-07,1
2930.jpg,41.7734258439,-72.6940390721,2011-07,1
885.jpg,41.7680458271,-72.6888371007,2018-09,0
6806.jpg,41.752530430300006,-72.7026024426,2011-06,0
10293.jpg,41.7419055175,-72.7057943584,2018-09,0
9351.jpg,41.7598431539,-72.72010893699999,2015-07,1
6881.jpg,41.7695503878,-72.7118720029,2018-08,1
5710.jpg,41.7530174,-72.6740759,2017-07,1
2307.jpg,41.7625305401,-72.6915224712,2011-06,1
445.jpg,41.7691586353,-72.6859528266,2018-10,0
9445.jpg,41.7889945048,-72.7088581219,2018-09,0
4246.jpg,41.755390176,-72.6841815315,2017-07,1
813.jpg,41.7660150043,-72.68773954560001,2018-10,0
2450.jpg,41.773922641700004,-72.69086383300001,2011-06,1
7613.jpg,41.7714512444,-72.6544701687,2016-10,0
7787.jpg,41.7473261499,-72.6988628313,2011-06,0
5910.jpg,41.775432,-72.7060489,2011-07,1
4672.jpg,41.759854841199996,-72.66834969979999,2018-07,0
7735.jpg,41.744951106900004,-72.679132122,2018-09,1
1598.jpg,41.7699352,-72.6775926,2018-09,0
1752.jpg,41.7622549922,-72.6854245197,2018-07,1
10780.jpg,41.738320458800004,-72.7003879905,2011-06,0
10343.jpg,41.7560450752,-72.7222411988,2017-07,0
2223.jpg,41.7611845781,-72.68199706,2018-07,0
4818.jpg,41.7585833,-72.69964300000002,2018-07,0
8128.jpg,41.7670644946,-72.65179197350001,2015-07,0
8406.jpg,41.7773480697,-72.71548418340001,2018-07,1
2612.jpg,41.7694168889,-72.6734909771,2018-10,0
2085.jpg,41.7715214,-72.67651140000002,2018-09,0
6139.jpg,41.7649263603,-72.6600876679,2018-08,0
4660.jpg,41.7621721236,-72.6672568524,2016-06,0
736.jpg,41.7651133,-72.68399090000003,2018-09,0
4902.jpg,41.7726488902,-72.7031159737,2017-07,0
4160.jpg,41.7627418809,-72.66922268229999,2016-06,0
154.jpg,41.7676267739,-72.6836910842,2018-10,0
2448.jpg,41.7737106613,-72.6909182974,2011-06,1
3158.jpg,41.7638941581,-72.6726413474,2018-07,1
10241.jpg,41.7378907779,-72.6805273567,2011-06,1
4501.jpg,41.7826269189,-72.68527163479999,2015-12,1
4843.jpg,41.76234210000001,-72.7027817,2011-10,1
9657.jpg,41.756524199,-72.6491921497,2018-09,0
8121.jpg,41.7694162,-72.6521199,2018-08,0
10029.jpg,41.796498749099996,-72.67077056560001,2018-07,1
2438.jpg,41.7730477346,-72.6917800475,2017-07,1
2093.jpg,41.7705152889,-72.67628962319999,2011-06,0
9762.jpg,41.7393627294,-72.6907116747,2016-09,1
4571.jpg,41.7769338506,-72.66971803060001,2018-09,1
10766.jpg,41.737094696599996,-72.6935633338,2011-06,1
2741.jpg,41.7592766214,-72.6837605725,2018-09,0
3677.jpg,41.7610223588,-72.6732720558,2018-07,0
8069.jpg,41.7840320595,-72.65994407699999,2018-07,0
1170.jpg,41.7656465021,-72.6799913988,2018-07,1
136.jpg,41.7679595022,-72.68310299390001,2018-09,0
10841.jpg,41.7547124093,-72.7236898914,2011-10,1
7616.jpg,41.7705789432,-72.653718894,2018-08,0
9984.jpg,41.7959908725,-72.6927997747,2011-06,0
2734.jpg,41.7594143459,-72.6821918056,2018-09,1
4467.jpg,41.7801126032,-72.6923912724,2015-08,1
5566.jpg,41.7795628657,-72.6673162316,2018-09,0
8460.jpg,41.7894405753,-72.7008742191,2011-06,1
11244.jpg,41.734625543,-72.6815272848,2010-08,0
2847.jpg,41.7650161487,-72.6953765749,2011-06,0
1126.jpg,41.76767810000001,-72.67897940000002,2017-10,1
3528.jpg,41.778919154099995,-72.67986878560001,2011-06,0
1368.jpg,41.767963572199996,-72.6908049126,2018-09,1
10325.jpg,41.7501046088,-72.717843105,2018-10,0
8754.jpg,41.7419732004,-72.686816613,2018-07,1
5380.jpg,41.7690386767,-72.7062169254,2011-06,1
9179.jpg,41.7508648437,-72.6566442603,2018-07,0
4666.jpg,41.7608235,-72.66820849999998,2017-07,0
6446.jpg,41.782618694,-72.7005951639,2011-06,1
814.jpg,41.7659904376,-72.6878302065,2018-10,0
6034.jpg,41.7852213458,-72.6745408841,2018-10,1
3793.jpg,41.7581805,-72.6930049,2018-07,0
6221.jpg,41.7501630503,-72.67601328880002,2011-06,1
6109.jpg,41.771703470700004,-72.6602171423,2018-09,0
3120.jpg,41.7685737694,-72.6715301973,2018-09,0
3006.jpg,41.7781629463,-72.68443076189999,2011-06,0
7688.jpg,41.7515978901,-72.6632797954,2018-08,1
2982.jpg,41.7764421952,-72.6874235459,2011-06,1
11367.jpg,41.764647375900005,-72.7293145454,2018-09,1
9242.jpg,41.7402537008,-72.6812015927,2011-06,1
9423.jpg,41.7836042479,-72.7147586174,2011-06,0
5419.jpg,41.77639960000001,-72.70313370000002,2011-06,1
8035.jpg,41.7901821489,-72.6708129816,2018-10,1
3739.jpg,41.7564639241,-72.6825027121,2018-09,1
2489.jpg,41.7752225377,-72.6864705462,2018-09,0
5396.jpg,41.77214179999999,-72.70606579999998,2018-08,0
6573.jpg,41.7803080794,-72.6634634787,2018-08,0
2346.jpg,41.7653338628,-72.6939522548,2018-07,0
4149.jpg,41.764120190999996,-72.6683267408,2011-06,0
4336.jpg,41.761802824499995,-72.7002768799,2018-07,0
999.jpg,41.7709879535,-72.6850939442,2018-09,0
4966.jpg,41.7810221325,-72.6931434175,2018-10,0
5446.jpg,41.7803996279,-72.69841963180001,2011-06,1
3936.jpg,41.7763867754,-72.6960062497,2017-07,1
8969.jpg,41.79219129999999,-72.69823229890001,2011-06,0
7344.jpg,41.7597125856,-72.71205106560001,2011-06,1
7234.jpg,41.746843712600004,-72.6791927392,2018-09,1
4076.jpg,41.775562451,-72.6706759878,2018-09,1
3165.jpg,41.7632187,-72.67322990000002,2018-12,0
116.jpg,41.7680411248,-72.6830499481,2018-07,0
3015.jpg,41.777845636799995,-72.6824583311,2011-06,0
9570.jpg,41.786530901199995,-72.6551372444,2017-07,0
9840.jpg,41.755651469200004,-72.7195526532,2011-10,1
8552.jpg,41.788714129,-72.6638463092,2016-02,0
1176.jpg,41.765387106599995,-72.6800908637,2018-07,1
2846.jpg,41.7649083707,-72.6953725517,2011-06,0
10527.jpg,41.7977019512,-72.67086766,2018-10,1
7904.jpg,41.7763202649,-72.7142867129,2018-09,1
2086.jpg,41.7713889,-72.6764161,2018-09,0
3865.jpg,41.7665973186,-72.700343647,2018-08,1
3514.jpg,41.7797227843,-72.6822294374,2018-10,1
5293.jpg,41.7541228807,-72.69586505560001,2017-07,1
6280.jpg,41.7504778615,-72.6938317682,2018-07,1
3674.jpg,41.7613805691,-72.6724385529,2017-07,0
5120.jpg,41.7694190431,-72.6637431534,2018-10,0
8115.jpg,41.770989212399996,-72.6523174165,2017-07,0
1792.jpg,41.7630255685,-72.6891586094,2018-07,1
3206.jpg,41.7593527803,-72.6778036508,2017-07,0
8558.jpg,41.7874712879,-72.6618684457,2018-09,0
9462.jpg,41.7921182914,-72.70184448970001,2018-09,1
5674.jpg,41.7579416126,-72.66606470159999,2015-07,0
6368.jpg,41.7663519634,-72.710096679,2018-10,1
2404.jpg,41.7703815242,-72.69420961510001,2018-08,0
5521.jpg,41.7851531949,-72.6788218471,2018-10,1
1168.jpg,41.7657934929,-72.67993503529999,2018-07,1
2759.jpg,41.7594812427,-72.6862994137,2018-09,1
314.jpg,41.7669901,-72.68627120000002,2018-10,0
8867.jpg,41.7653617868,-72.71965129,2017-07,0
5368.jpg,41.7666051936,-72.7061461801,2011-06,0
6495.jpg,41.7868716128,-72.6864906034,2018-10,1
793.jpg,41.7654853,-72.6865113,2018-09,0
130.jpg,41.7679595022,-72.68310299390001,2018-09,0
4588.jpg,41.774569084,-72.6681444715,2018-08,0
10906.jpg,41.7801300276,-72.7244955929,2018-08,1
5177.jpg,41.758499577600006,-72.6680603585,2018-09,0
10738.jpg,41.73664384,-72.6786763688,2018-09,1
11116.jpg,41.7717642153,-72.6412733755,2015-07,0
3692.jpg,41.75963170000001,-72.67457890000001,2018-09,1
7527.jpg,41.7897462209,-72.6748291013,2018-10,1
1703.jpg,41.7632490602,-72.6808656064,2018-07,0
559.jpg,41.770115716199996,-72.6824261464,2018-10,0
7722.jpg,41.7462516971,-72.6743628776,2016-09,1
7503.jpg,41.791166551399996,-72.6837509268,2011-06,1
1285.jpg,41.7638422087,-72.6875611481,2018-09,0
908.jpg,41.7689758,-72.68859609999998,2018-07,0
8840.jpg,41.7568293652,-72.7166013311,2018-09,1
2922.jpg,41.7728361852,-72.6946994949,2011-06,1
4539.jpg,41.780758414299996,-72.6760599512,2018-10,1
3735.jpg,41.7565898669,-72.68248925729999,2018-09,1
1705.jpg,41.763161959099996,-72.6808987877,2018-07,0
3011.jpg,41.777878189,-72.6831316807,2011-06,0
9152.jpg,41.7585722221,-72.6503684684,2018-07,0
8699.jpg,41.7470671761,-72.6641033102,2018-08,0
10562.jpg,41.7907264104,-72.6549814119,2015-08,0
2531.jpg,41.7760486314,-72.6807048773,2011-06,0
10502.jpg,41.7998551879,-72.6839638573,2018-09,1
